FName(String),LName(String),Gender(String),AreaCode(String),Phone(String),City(String),State(String),Zip(String),MaritalStatus(String),HasChild(String),Salary(Integer),Rate(Double),SingleExemp(String),MarriedExemp(String),ChildExemp(String)
Witold,Partove,F,716,1000009,PORT CRANE,NY,13833,M,N,5000,4.0,0,0,0
Taisei,Lehoczky,F,708,1000011,OAK LAWN,IL,60454,M,N,64500,3.0,0,4000,0
Gethin,Genssler,F,559,1000040,SALTON CITY,CA,92275,M,N,28000,6.1183887,0,174,0
Karpjoo,Togai,F,567,1000016,SYRACUSE,OH,45779,M,N,48000,2.1393795,0,2600,0
Huy,Chengzheng,M,612,1000026,GILBERT,MN,55741,M,N,4500,5.35,0,6600,0
Peiyuan,Greenbaum,M,703,1000018,ROANOKE,VA,24027,S,Y,66500,5.75,900,0,900
Zimin,Hodil,F,208,1000162,KUNA,ID,83634,S,Y,59000,7.8,3300,0,3300
Itai,Rosiles,M,651,1000026,MONTICELLO,MN,55588,M,N,13500,5.35,0,6600,0
Attahiru,Marquardt,M,203,1000079,WINSTED,CT,6098,M,N,7000,3.0,0,24500,0
Rhon,Sylor,M,971,1000055,SIXES,OR,97476,S,Y,83000,9.0,159,0,159
Nobuyoshi,Beilin,M,860,1000088,QUINEBAUG,CT,6262,M,N,47500,5.0,0,24500,0
Mrinal,Flexer,M,772,1000009,RUSKIN,FL,33570,M,N,22500,0.0,0,0,0
Nandit,Alberts,M,203,1000080,NEW LONDON,CT,6320,M,N,60500,5.0,0,24500,0
Patty,Mooney,M,240,1000039,BELTSVILLE,MD,20704,S,Y,69000,4.75,2400,0,2400
Marin,Gornas,F,330,1000024,JERRY CITY,OH,43437,M,N,23500,1.3261051,0,2600,0
Motofumi,Tarr,F,435,1000074,SALT LAKE CITY,UT,84107,S,Y,4000,6.573594,2475,0,2475
Vijayshankar,Justus,M,904,1000009,DAYTONA BEACH,FL,32124,M,N,39000,0.0,0,0,0
Einoshin,Laitinen,M,732,1000014,VINELAND,NJ,8361,S,N,78500,2.3225937,1000,0,0
Bouchaib,Bregler,M,443,1000046,ROCKVILLE,MD,20849,S,Y,35500,4.75,2400,0,2400
Maitreya,Schreiter,M,727,1000012,TALLAHASSEE,FL,32301,S,Y,86500,0.0,0,0,0
Patti,Giacomo,F,617,1000027,MARSHFIELD,MA,2050,S,Y,73500,5.3,3575,0,1000
Sayeed,Cooley,F,907,1000174,KIPNUK,AK,99614,S,Y,48000,0.0,0,0,0
Peteris,Ferneda,F,618,1000027,OWANECO,IL,62555,S,Y,76000,3.0,2000,0,2000
Luise,Hirsbrunner,F,573,1000029,HAMILTON,MO,64644,M,N,72500,6.0,0,4200,0
Sudha,Munck,M,701,1000150,ARTHUR,ND,58006,S,Y,63000,2.4860218,3300,0,3300
Aliasghar,Sreerama,M,928,1000042,COCHISE,AZ,85606,S,Y,88500,4.08675,2100,0,2300
Aristotle,Foret,F,224,1000023,HUME,IL,61932,S,Y,42000,3.0,2000,0,2000
Kris,Zaccagnini,M,662,1000039,SANDHILL,MS,39161,S,Y,51500,5.0,6000,0,1500
Vangalur,Gaedke,M,574,1000019,STRAUGHN,IN,47387,M,N,74500,3.4,0,2000,0
Huzefa,Kass,M,256,1000041,MEGARGEL,AL,36457,S,Y,60000,5.0,1500,0,300
Veronik,Andreotta,M,262,1000037,CAMP DOUGLAS,WI,54618,S,Y,83500,5.8972282,700,0,400
Allyson,Zodik,F,719,1000034,BYERS,CO,80103,S,Y,64000,4.63,0,0,0
Shigeo,Hackos,F,304,1000181,CEDAR GROVE,WV,25039,M,N,53500,6.045,0,4000,0
Daiki,Coury,F,947,1000034,SPRINGPORT,MI,49284,M,N,87000,3.9,0,6200,0
Tomaoo,Mooers,F,702,1000089,LAS VEGAS,NV,89104,S,Y,7500,0.0,0,0,0
Irena,Beam,M,336,1000016,TILLERY,NC,27887,M,N,79500,7.4003496,0,6600,0
Jinpo,Pennino,M,260,1000023,MELLOTT,IN,47958,S,Y,58000,3.4,1000,0,1000
Hguyen,Handke,F,307,1000186,KINNEAR,WY,82516,S,Y,42000,0.0,0,0,0
Hala,Sanghavi,F,501,1000059,GUION,AR,72540,S,Y,66000,7.0,20,0,20
Gunvant,Weinand,F,802,1000180,WATERVILLE,VT,5492,S,Y,40500,3.8108919,3300,0,3300
Bush,Kislenkov,F,208,1000163,NORDMAN,ID,83848,S,Y,55000,7.8,3300,0,3300
Luciano,Meketon,M,919,1000027,ROCKINGHAM,NC,28379,M,N,16000,6.068182,0,6600,0
Xiaosong,Vegdahl,M,240,1000040,DAVIDSONVILLE,MD,21035,S,Y,1500,2.6875,2400,0,2400
Birte,Dai,F,316,1000047,WELDA,KS,66091,M,N,36000,6.45,0,4500,0
Miguel,Wyckoff,F,928,1000043,CLAYPOOL,AZ,85532,M,N,69000,3.7845,0,4200,0
Lingyuan,Bandes,F,201,1000016,MARLBORO,NJ,7746,S,N,30000,1.5577083,1000,0,0
Ingolf,Tazi,M,301,1000036,WITTMAN,MD,21676,S,Y,54500,4.75,2400,0,2400
Jagesh,Krueger,M,229,1000033,PINE MOUNTAIN,GA,31822,S,Y,39000,6.0,2700,0,3000
Yohtaro,Lafora,F,763,1000022,BOVEY,MN,55709,S,Y,62500,7.5906615,3300,0,3300
Bindu,Crowther,F,303,1000034,GUFFEY,CO,80820,S,Y,6500,4.63,0,0,0
Thiagarajan,Giloi,M,423,1000035,DUFF,TN,37729,S,Y,86000,0.0,0,0,0
Shyue,Kaiser,M,601,1000052,BILOXI,MS,39534,S,Y,41500,5.0,6000,0,1500
Lene,Vrancken,F,402,1000109,CULBERTSON,NE,69024,M,N,93500,6.84,0,206,0
Quentin,Malzbender,F,719,1000035,CASTLE ROCK,CO,80104,S,N,52000,4.63,0,0,0
Tooru,Clarke,F,703,1000019,RILEYVILLE,VA,22650,M,N,51000,5.75,0,1800,0
Radu,Potthoff,F,479,1000047,NORTH LITTLE ROCK,AR,72199,S,Y,54000,7.0,20,0,20
Yanjun,Anupam,M,315,1000012,MINOA,NY,13116,S,Y,96500,4.5126524,0,0,1000
Bart,Dantas,M,478,1000014,MILNER,GA,30257,M,N,71500,6.0,0,5400,0
Hollie,Mathieson,F,520,1000035,PIMA,AZ,85543,S,Y,54000,3.552,2100,0,2300
Huseyin,Schain,F,210,1000012,SAINT HEDWIG,TX,78152,M,N,41000,0.0,0,0,0
Manoranjan,Penberthy,M,509,1000036,PUYALLUP,WA,98373,S,Y,48500,0.0,0,0,0
Dannz,Kadesch,M,801,1000066,SALINA,UT,84654,S,Y,80000,7.0,2475,0,2475
Thibault,McCormick,M,505,1000168,PICACHO,NM,88343,M,N,66000,5.3,0,6600,0
Hamish,Rothman,F,202,1000178,WASHINGTON,DC,20528,M,N,38000,9.0,0,2740,0
Matthhew,Halova,M,931,1000026,APISON,TN,37302,S,Y,35000,0.0,0,0,0
Makiki,Pinto,M,973,1000015,SEA ISLE CITY,NJ,8243,S,Y,17000,1.4,1000,0,1500
Atreye,Schober,M,505,1000169,CROSSROADS,NM,88114,M,N,56500,5.3,0,6600,0
Boualem,Fulcher,F,731,1000040,ENGLEWOOD,TN,37329,S,Y,24000,0.0,0,0,0
Krishnan,Bear,F,907,1000175,SKAGWAY,AK,99840,M,N,97000,0.0,0,0,0
Ersan,Gihr,F,228,1000042,DENNIS,MS,38838,M,N,98000,5.0,0,12000,0
Munish,Leuchs,F,202,1000179,WASHINGTON,DC,20015,S,Y,71500,9.0,1370,0,1370
Dragutin,Chaudhuri,F,985,1000037,RODESSA,LA,71069,S,Y,69500,6.0,4500,0,1000
Alireza,McMahan,M,808,1000157,HONOLULU,HI,96807,M,N,94000,8.25,0,2080,0
Coco,Parashkevov,F,513,1000020,MILLERSBURG,OH,44654,S,Y,12000,0.94436413,1300,0,1300
Boi,Pletat,M,812,1000035,EDWARDSPORT,IN,47528,S,Y,2000,3.4,1000,0,1000
Kyuseok,Crvenkovic,M,405,1000065,LAWTON,OK,73502,S,Y,27500,6.25,1000,0,1000
Masakage,d'Abreu,F,787,1000070,PONCE,PR,734,M,N,96500,0.0,0,0,0
Damodar,Lybanon,F,952,1000034,MAZEPPA,MN,55956,M,N,70000,7.85,0,6600,0
Maeve,Suwanda,M,251,1000043,BIRMINGHAM,AL,35215,M,N,85500,5.0,0,3000,0
Zane,Nahapetian,M,256,1000042,ELROD,AL,35458,M,N,47500,5.0,0,3000,0
Thorsten,Fecht,M,603,1000189,HILLSBOROUGH,NH,3244,S,Y,29000,0.0,0,0,0
Gale,Trimble,F,913,1000037,NEKOMA,KS,67559,S,Y,31500,6.45,2250,0,2250
Gurushankar,Bhavnani,F,605,1000159,ORTLEY,SD,57256,S,Y,66500,0.0,0,0,0
Vincente,Collett,F,918,1000050,BISON,OK,73720,M,N,70500,6.25,0,2000,0
Yiya,Lando,F,931,1000027,SCOTTS HILL,TN,38374,S,Y,71000,0.0,0,0,0
Leonid,Gyimothy,M,703,1000020,HERNDON,VA,22092,S,Y,49500,5.75,900,0,900
Mao,Corno,M,207,1000169,LEWISTON,ME,4241,S,Y,70500,8.5,2850,0,2850
Hassane,Whitt,F,865,1000027,MARYVILLE,TN,37803,M,Y,76000,0.0,0,0,0
Thompson,Brancadori,F,802,1000181,BRIDGEWATER CORNERS,VT,5035,M,N,100000,4.994672,0,6600,0
Vasudev,Vollaro,F,303,1000035,KREMMLING,CO,80459,M,N,5500,4.63,0,0,0
Aurelie,Egg,F,918,1000051,HARTSHORNE,OK,74547,S,Y,29000,6.25,1000,0,1000
Brion,Lanfear,F,802,1000182,HYDE PARK,VT,5655,M,N,29500,3.6,0,6600,0
Jieh,Rehak,F,515,1000039,PERSIA,IA,51563,S,Y,47000,7.4198565,40,0,40
Harald,Mynard,F,813,1000013,REDDICK,FL,32686,S,Y,30000,0.0,0,0,0
Thomas,Nations,F,864,1000040,DARLINGTON,SC,29532,S,Y,32500,7.0,3300,0,3300
Gheith,Bian,M,860,1000089,WESTPORT,CT,6881,M,N,84500,5.0,0,24500,0
Batya,Tomas,F,207,1000170,FAIRFIELD,ME,4937,S,Y,25500,8.5,2850,0,2850
Krishnamurthi,Sekaran,M,281,1000006,FORT WORTH,TX,76113,S,Y,81000,0.0,0,0,0
Chinho,Ciampi,F,808,1000158,KAILUA,HI,96734,S,Y,81500,8.25,1040,0,1040
Jayashree,Biso,F,920,1000027,MERTON,WI,53056,M,N,90000,6.010166,0,1400,0
Seiichi,Arsintescu,F,603,1000190,ENFIELD CENTER,NH,3749,S,Y,87000,0.0,0,0,0
Vaibhav,Nobecourt,F,502,1000052,LORETTO,KY,40037,M,N,45500,4.361111,0,40,0
Mousheng,Levenshtein,M,202,1000180,PARCEL RETURN SERVICE,DC,56950,M,N,16000,5.85,0,2740,0
Zahir,Tummala,M,918,1000052,ENID,OK,73701,M,N,54000,6.25,0,2000,0
Jak,Schlumberger,F,302,1000195,FREDERICA,DE,19946,M,N,65500,5.95,0,220,0
Krasimir,Hooghiemstra,M,802,1000183,HUNTINGTON,VT,5462,S,Y,91500,4.8255606,3300,0,3300
Eddy,Fraisse,F,507,1000026,BOYD,MN,56218,M,Y,75500,7.85,0,6600,3300
Sanat,Kaderali,F,702,1000090,LAS VEGAS,NV,89138,M,N,83500,0.0,0,0,0
Soufiane,Mokryn,F,317,1000033,LOOGOOTEE,IN,47553,S,Y,40500,3.4,1000,0,1000
Eddie,Lorincz,M,302,1000196,WILMINGTON,DE,19805,S,Y,44000,4.859091,110,0,110
Saurab,Heijne,M,318,1000040,LAFAYETTE,LA,70593,M,N,66500,6.0,0,9000,0
Kiochi,Marzurkiewicz,M,202,1000181,WASHINGTON,DC,20233,S,Y,91500,9.0,1370,0,1370
Duraisamy,Fratarcangeli,M,562,1000053,WHITTIER,CA,90608,S,Y,4000,1.0,87,0,272
Kazuya,Jarwala,F,801,1000067,RANDLETT,UT,84063,S,Y,39000,7.0,2475,0,2475
Mac,Ouellet,M,505,1000170,ARAGON,NM,87820,M,N,14500,4.785714,0,6600,0
Mikkel,Preusig,M,605,1000160,UNION CENTER,SD,57787,M,N,94500,0.0,0,0,0
Yiming,Lynn,M,318,1000041,NEW ORLEANS,LA,70145,S,Y,72000,6.0,4500,0,1000
Jonna,Limaye,M,517,1000031,ROGERS CITY,MI,49779,M,N,79000,3.9,0,6200,0
Hideharu,Kushner,M,508,1000015,WEST BARNSTABLE,MA,2668,M,N,49500,5.3,0,7150,0
Taesoon,Piramuthu,F,505,1000171,SAN FIDEL,NM,87049,M,N,67000,5.3,0,6600,0
Geza,Karlapalem,F,406,1000195,TOWNSEND,MT,59644,S,Y,96000,6.9,1900,0,1900
Antoin,Edelhoff,M,985,1000038,SLIDELL,LA,70461,S,Y,64000,6.0,4500,0,1000
Hideya,Westin,M,857,1000022,PLYMOUTH,MA,2361,S,Y,2000,5.3,3575,0,1000
Ilias,Maclin,M,401,1000192,EXETER,RI,2822,M,N,11500,0.0,0,0,0
Rosanna,Krablin,F,641,1000049,DES MOINES,IA,50315,M,N,89500,8.98,0,80,0
Sukumar,Schmalz,M,540,1000025,ORKNEY SPRINGS,VA,22845,S,Y,13000,4.6785717,900,0,900
Zhaohui,Bassiouni,F,352,1000010,BRANDON,FL,33510,S,Y,26000,0.0,0,0,0
Raymoond,Perrott,F,863,1000009,FORT LAUDERDALE,FL,33324,S,N,68000,0.0,0,0,0
Shubhendu,Abandah,M,503,1000066,CORVALLIS,OR,97330,S,Y,31500,9.0,159,0,159
Stamos,Aberle,F,207,1000171,BUSTINS ISLAND,ME,4013,M,N,50500,8.5,0,5700,0
Rony,Brennan,M,208,1000164,BOISE,ID,83707,M,N,91000,7.8,0,6600,0
Edil,Tash,M,208,1000165,SWANLAKE,ID,83281,S,Y,25000,7.8,3300,0,3300
Nobert,Leijenhorst,F,208,1000166,GLENNS FERRY,ID,83623,M,N,46500,7.8,0,6600,0
Heuey,Dredge,F,631,1000016,WELLS BRIDGE,NY,13859,M,N,67000,4.3417683,0,0,0
Eddie,Worm,M,207,1000172,WESTBROOK,ME,4092,S,N,38500,8.5,2850,0,0
Salliah,Berglas,M,614,1000020,MANSFIELD,OH,44902,S,Y,69000,2.836472,1300,0,1300
Sangwook,Biedassek,F,202,1000182,WASHINGTON,DC,20098,M,N,70000,9.0,0,2740,0
Rudiger,Beauzamy,F,505,1000172,MALAGA,NM,88263,S,Y,99000,5.3,3300,0,3300
Faye,Selvestrel,F,907,1000176,RUSSIAN MISSION,AK,99657,M,N,38500,0.0,0,0,0
Atam,Hillebrand,M,816,1000014,UNIONVILLE,MO,63565,S,Y,76500,6.0,2100,0,1200
Ajay,Junet,F,907,1000177,EMMONAK,AK,99581,M,N,69000,0.0,0,0,0
Pythagoras,Peschl,F,505,1000173,ALBUQUERQUE,NM,87197,M,N,21500,5.3,0,6600,0
Godehard,Gurzhiv,M,605,1000161,MILLER,SD,57362,M,N,66500,0.0,0,0,0
Slawomir,Bahsoun,M,202,1000183,WASHINGTON,DC,20065,S,Y,96000,9.0,1370,0,1370
Izaskun,Maslen,M,585,1000017,NEW YORK,NY,10130,S,Y,41500,4.194055,0,0,1000
Dongxing,Gide,F,302,1000197,WILMINGTON,DE,19809,S,Y,39500,4.552273,110,0,110
Uli,Zabel,M,202,1000184,WASHINGTON,DC,20557,M,Y,94000,9.0,0,2740,1370
Spiridon,Durin,F,518,1000014,CALVERTON,NY,11933,M,N,74500,4.3852134,0,0,0
Williaam,Waterhouse,M,562,1000054,SALINAS,CA,93901,S,Y,57000,9.3,87,0,272
Liqin,Borucki,M,517,1000032,KALAMAZOO,MI,49007,S,Y,33500,3.9,3100,0,3100
Fotis,Haskins,M,787,1000071,GURABO,PR,778,M,N,62500,0.0,0,0,0
Geunmo,Sagonas,M,605,1000162,PEEVER,SD,57257,S,Y,80000,0.0,0,0,0
Premachandran,Khadilkar,F,334,1000046,VINCENT,AL,35178,S,Y,77000,5.0,1500,0,300
Joanne,Hegron,M,612,1000027,CONGER,MN,56020,M,N,40500,6.4167023,0,6600,0
Jinzhao,Lakshmipathy,M,302,1000198,WILMINGTON,DE,19804,M,N,38000,4.45,0,220,0
Yinyu,Douchet,F,303,1000036,BRIGHTON,CO,80601,M,N,79500,4.63,0,0,0
Mirko,Deen,F,580,1000062,GARBER,OK,73738,M,N,99000,6.25,0,2000,0
Nabil,Whelan,M,580,1000063,MANGUM,OK,73554,S,Y,45500,6.25,1000,0,1000
Guillermo,Akbar,F,443,1000047,CAMBRIDGE,MD,21613,S,Y,65500,4.75,2400,0,2400
Bluma,Cun,F,406,1000196,DUTTON,MT,59433,S,Y,7500,3.6448276,1900,0,1900
Clinton,Rudin,M,702,1000091,LAS VEGAS,NV,89120,M,N,50000,0.0,0,0,0
Arcot,Blanning,M,501,1000060,SPRINGDALE,AR,72762,S,Y,70000,7.0,20,0,20
Costas,Knasmuller,F,913,1000038,BURDICK,KS,66838,S,Y,1500,3.5,2250,0,2250
Mana,Poutre,F,301,1000037,BALTIMORE,MD,21205,S,Y,12500,4.75,2400,0,2400
Saeko,Constantineau,M,479,1000048,SMACKOVER,AR,71762,S,Y,32500,7.0,20,0,20
Avy,Kawashimo,F,972,1000012,SPRING,TX,77387,S,Y,52500,0.0,0,0,0
Yoga,Dreux,M,224,1000024,RINARD,IL,62878,M,N,50500,3.0,0,4000,0
Guisseppi,Paragot,F,207,1000173,GREENVILLE,ME,4441,M,N,87500,8.5,0,5700,0
Dann,Vigoda,M,860,1000090,HARTFORD,CT,6106,M,Y,3500,3.0,0,24500,0
Adnan,Colombani,F,864,1000041,GREENVILLE,SC,29698,S,Y,91500,7.0,3300,0,3300
Kouzou,Dabipi,F,843,1000058,HAMER,SC,29547,M,N,51000,7.0,0,6600,0
Xinxin,Biagini,M,202,1000185,WASHINGTON,DC,20230,S,Y,99500,9.0,1370,0,1370
Daphna,Bernardinello,M,404,1000019,AUGUSTA,GA,30905,S,Y,24500,6.0,2700,0,3000
Sichen,Autin,F,857,1000023,MATTAPAN,MA,2126,S,Y,15000,5.3,3575,0,1000
Tetra,Jahanshahi,M,307,1000187,LOVELL,WY,82431,S,Y,17500,0.0,0,0,0
Chienwen,Eskesen,F,901,1000027,SAMBURG,TN,38254,M,N,22500,0.0,0,0,0
Lillian,Brotman,M,307,1000188,NATRONA,WY,82646,M,Y,71000,0.0,0,0,0
Sumedh,Groenboom,F,208,1000167,GENESEE,ID,83832,M,N,28000,7.8,0,6600,0
Saddek,Baak,M,971,1000056,PORTLAND,OR,97236,M,N,17000,9.0,0,318,0
Ruslan,Wellner,M,806,1000002,HARKER HEIGHTS,TX,76548,S,Y,10500,0.0,0,0,0
Codie,Haddawy,M,518,1000015,SYRACUSE,NY,13221,S,Y,78000,4.405488,0,0,1000
Anuchit,Piltz,F,907,1000178,JBER,AK,99505,M,N,79000,0.0,0,0,0
Preda,Kliger,M,509,1000037,EATONVILLE,WA,98328,M,N,40500,0.0,0,0,0
Enoch,Ozery,F,202,1000186,WASHINGTON,DC,20241,S,N,34500,9.0,1370,0,0
Rhon,Konyala,M,507,1000027,GARRISON,MN,56450,M,N,17000,5.35,0,6600,0
Chaim,Elustondo,M,207,1000174,YORK,ME,3909,S,Y,32500,8.5,2850,0,2850
Levent,Piccoli,F,267,1000027,FORT WASHINGTON,PA,19048,M,N,24000,3.07,0,0,0
Bhuwan,Ireland,F,360,1000036,SPOKANE,WA,99218,M,N,97000,0.0,0,0,0
Lucia,Grama,M,224,1000025,UNIVERSITY PARK,IL,60484,M,N,87000,3.0,0,4000,0
Jaykumar,Drakopoulos,F,605,1000163,MONROE,SD,57047,M,N,97000,0.0,0,0,0
Oystein,Norsworthy,M,662,1000040,BRANDON,MS,39043,S,Y,34000,5.0,6000,0,1500
Shanwei,Stemmer,M,787,1000072,ANGELES,PR,611,M,N,29000,0.0,0,0,0
Ake,Annot,F,215,1000018,CLAYSBURG,PA,16625,S,Y,35000,3.07,0,0,0
Tzachi,Durst,F,334,1000047,HUNTSVILLE,AL,35809,S,Y,52500,5.0,1500,0,300
Laurentiu,Campr,F,907,1000179,GAMBELL,AK,99742,S,Y,26000,0.0,0,0,0
Paraic,Lotem,F,317,1000034,PARKER CITY,IN,47368,S,Y,71000,3.4,1000,0,1000
Jingde,Tullis,M,401,1000193,MIDDLETOWN,RI,2842,M,N,49500,0.0,0,0,0
Gautam,Comyn,M,781,1000013,EAST FREETOWN,MA,2717,S,Y,71500,5.3,3575,0,1000
Uta,Post,M,865,1000028,SMARTT,TN,37378,S,Y,93500,0.0,0,0,0
Eldad,Nanadikar,M,512,1000006,KILLEEN,TX,76542,S,Y,13000,0.0,0,0,0
Jue,Luft,F,507,1000028,LAKE BENTON,MN,56149,M,N,8500,5.35,0,6600,0
Toniann,Braden,F,208,1000168,LEWISTON,ID,83501,S,Y,89000,7.8,3300,0,3300
Rahim,Aumann,F,731,1000041,MEMPHIS,TN,38114,S,Y,81000,0.0,0,0,0
Tiago,Cattrall,F,870,1000063,COMPTON,AR,72624,M,N,38000,7.0,0,40,0
Luis,Ishigami,M,620,1000046,JAMESTOWN,KS,66948,M,N,96500,6.45,0,4500,0
Juichirou,Greer,F,845,1000009,FLUSHING,NY,11390,S,Y,6500,4.0,0,0,1000
Audris,Himsholt,F,772,1000010,ALTAMONTE SPRINGS,FL,32701,S,Y,72000,0.0,0,0,0
Claudia,Deswarte,F,719,1000036,GUFFEY,CO,80820,M,N,97500,4.63,0,0,0
Blake,Linsker,M,401,1000194,PROVIDENCE,RI,2908,M,Y,68000,0.0,0,0,0
Wenjie,Clegg,M,304,1000182,EGLON,WV,26716,M,N,78000,6.5,0,4000,0
Yoram,Louly,M,406,1000197,PLENTYWOOD,MT,59254,S,Y,88500,6.9,1900,0,1900
Burkhart,Nadji,F,603,1000191,JACKSON,NH,3846,M,N,93500,0.0,0,0,0
Lorraine,Mandoiu,M,307,1000189,LA BARGE,WY,83123,S,Y,64000,0.0,0,0,0
Kewal,Zaimov,F,585,1000018,GREAT NECK,NY,11025,M,N,47500,4.228811,0,0,0
Roberta,Gibbard,M,775,1000066,LAS VEGAS,NV,89199,S,Y,6000,0.0,0,0,0
Hercules,Zuzuki,M,208,1000169,IDAHO CITY,ID,83631,M,N,11500,4.5354977,0,6600,0
Fabien,Katzenelson,M,843,1000059,IVA,SC,29655,M,N,49500,7.0,0,6600,0
Rory,Baig,F,509,1000038,NEAH BAY,WA,98357,S,Y,81500,0.0,0,0,0
Seymour,Kodaira,F,907,1000180,HAINES,AK,99827,M,N,85000,0.0,0,0,0
Hoewon,Rauglaudre,F,808,1000159,HONOLULU,HI,96822,S,Y,98500,8.25,1040,0,1040
Suhir,Spelke,M,843,1000060,SWANSEA,SC,29160,S,N,18500,7.0,3300,0,0
Bashir,Spampinato,F,314,1000017,OREGON,MO,64473,M,N,75000,6.0,0,4200,0
Bede,Perrizo,M,605,1000164,OKATON,SD,57562,S,Y,79500,0.0,0,0,0
Rosalie,Earley,F,801,1000068,GUNLOCK,UT,84733,M,Y,39000,7.0,0,4950,2475
Moon,Schiper,M,435,1000075,PARK CITY,UT,84098,M,N,30000,7.0,0,4950,0
Sanjukta,Torrigiani,M,402,1000110,MILLIGAN,NE,68406,S,Y,20500,5.77444,103,0,103
Pil,Karton,M,434,1000030,HUSTLE,VA,22476,S,Y,27000,5.75,900,0,900
Fredo,Gryz,M,973,1000016,AVALON,NJ,8202,M,N,41000,1.7311875,0,2000,0
Panayotis,Quisquater,F,508,1000016,HAMPDEN,MA,1036,S,Y,53500,5.3,3575,0,1000
Dhamir,Skillicorn,F,601,1000053,TCHULA,MS,39169,S,Y,72000,5.0,6000,0,1500
Yoshiko,Whitcomb,F,276,1000016,WARM SPRINGS,VA,24484,S,Y,52500,5.75,900,0,900
Laxmikant,Mezei,M,918,1000053,KIOWA,OK,74553,S,Y,51000,6.25,1000,0,1000
Noela,Haarhoff,F,541,1000063,PORTLAND,OR,97201,M,Y,38500,9.0,0,318,159
Diego,Wolfram,F,802,1000184,JERICHO,VT,5465,M,N,44000,3.880526,0,6600,0
Akihisa,Boreddy,M,802,1000185,GUILDHALL,VT,5905,M,N,73000,4.4574943,0,6600,0
Timofei,Davisson,F,402,1000111,STANTON,NE,68779,M,N,93000,6.84,0,206,0
Weipeng,Legay,F,402,1000112,COLUMBUS,NE,68602,S,Y,60500,6.84,103,0,103
Yanis,Krauter,M,802,1000186,LYNDON CENTER,VT,5850,S,Y,6000,3.6,3300,0,3300
Edie,Rajaram,M,802,1000187,SAINT ALBANS,VT,5479,M,N,45000,3.9004214,0,6600,0
Akhtar,Goldsworthy,F,319,1000036,SPILLVILLE,IA,52168,M,N,57000,8.963635,0,80,0
Katsutoshi,Gerteisen,M,731,1000042,HILLSBORO,TN,37342,M,N,94500,0.0,0,0,0
Raghuram,Reghbati,M,541,1000064,PORTLAND,OR,97209,S,Y,6500,8.948718,159,0,159
Virginia,Battaglin,F,973,1000017,MILLINGTON,NJ,7946,M,N,68500,2.1648855,0,2000,0
Sami,Ruder,M,605,1000165,REE HEIGHTS,SD,57371,S,Y,78500,0.0,0,0,0
Kyosun,Antoy,M,701,1000151,UPHAM,ND,58789,M,N,99000,2.9033427,0,6600,0
Meikel,Wohlleber,F,307,1000190,BONDURANT,WY,82922,M,N,59500,0.0,0,0,0
Hubert,Noga,F,939,1000087,SAN JUAN,PR,933,S,Y,75500,0.0,0,0,0
Elfreda,Ashton,M,207,1000175,WHITEFIELD,ME,4353,M,N,79500,8.5,0,5700,0
Dolors,Kumaran,M,202,1000187,WASHINGTON,DC,20440,S,Y,20500,6.8625,1370,0,1370
Yoriko,Kaul,F,862,1000013,MARTINSVILLE,NJ,8836,S,Y,10000,1.4,1000,0,1500
Yaorong,Schmedding,M,803,1000072,FORT MILL,SC,29715,M,N,54000,7.0,0,6600,0
Haldun,Carrera,M,405,1000066,TULSA,OK,74116,M,N,91500,6.25,0,2000,0
Zhiping,Benowitz,M,701,1000152,RUGBY,ND,58368,S,N,47000,2.300546,3300,0,0
Liu,Adlassnig,F,831,1000003,WEST HOLLYWOOD,CA,90069,S,Y,4000,1.0,87,0,272
Olin,Leivant,F,504,1000034,DENHAM SPRINGS,LA,70726,M,N,39000,6.0,0,9000,0
Berlinda,Kittredge,M,228,1000043,PRESTON,MS,39354,M,N,19000,5.0,0,12000,0
Masooma,Boddy,M,808,1000160,HANAPEPE,HI,96716,S,Y,8000,2.4815788,1040,0,1040
Fabian,Cromwell,F,989,1000008,NORTHPORT,MI,49670,S,Y,33500,3.9,3100,0,3100
Raid,Rouch,F,802,1000188,FAIRFAX,VT,5454,M,N,36500,3.73131,0,6600,0
Valentin,Picci,M,781,1000014,SOUTH WELLFLEET,MA,2663,M,N,76500,5.3,0,7150,0
Teruyuki,Guaiana,F,603,1000192,JAFFREY,NH,3452,S,Y,69000,0.0,0,0,0
Iwen,Raschia,M,479,1000049,CARLISLE,AR,72024,S,Y,15500,3.892554,20,0,20
Burt,Monderer,F,845,1000010,ANGELICA,NY,14709,S,Y,29000,4.1216464,0,0,1000
Wafik,Ravid,F,856,1000028,WHITEHOUSE,NJ,8888,M,N,52000,1.9046667,0,2000,0
Rajive,Rahola,F,603,1000193,CENTER TUFTONBORO,NH,3816,M,N,20500,0.0,0,0,0
Amanda,Moshier,F,516,1000014,DALTON,NY,14836,M,N,60500,4.304116,0,0,0
Lashon,Jakobus,F,864,1000042,CHESTERFIELD,SC,29709,S,Y,37500,7.0,3300,0,3300
Henry,Whiting,M,267,1000028,PITTSBURGH,PA,15225,S,Y,96500,3.07,0,0,0
Ilham,Wingstedt,F,602,1000026,SAINT JOHNS,AZ,85936,S,Y,19500,3.0172498,2100,0,2300
Zhixing,Viles,M,317,1000035,LAKE VILLAGE,IN,46349,S,Y,78000,3.4,1000,0,1000
